Location,Year,Value
Tennessee,2006,0.14694877
Tennessee,2007,0.144154532
Tennessee,2008,0.14155854
Tennessee,2009,0.139339892
Tennessee,2010,0.136347705
Tennessee,2011,0.134625895
Tennessee,2012,0.132747663
Tennessee,2013,0.130507427
Tennessee,2014,0.128999393
Tennessee,2015,0.125924241
Tennessee,2016,0.12356639
Tennessee,2017,0.121590345
Texas,1990,0.16161351
Texas,1991,0.155786228
Texas,1992,0.151006015
Texas,1993,0.147146782
Texas,1994,0.143451782
Texas,1995,0.140705998
Texas,1996,0.138680938
Texas,1997,0.136324107
Texas,1998,0.133739635
Texas,1999,0.131023335
Texas,2000,0.129198315
Texas,2001,0.127118152
Texas,2002,0.124945655
Texas,2003,0.122070383
Texas,2004,0.119741336
Texas,2005,0.117867956
Texas,2006,0.115683282
Texas,2007,0.113736204
Texas,2008,0.111962737
Texas,2009,0.109652635
Texas,2010,0.107199257
Texas,2011,0.105833102
Texas,2012,0.104040327
Texas,2013,0.10228241
Texas,2014,0.100404141
Texas,2015,0.097864022
Texas,2016,0.096309427
Texas,2017,0.094398536
Utah,1990,0.105706433
Utah,1991,0.101192188
Utah,1992,0.096438426
Utah,1993,0.09272015
Utah,1994,0.089911003
Utah,1995,0.08718941
Utah,1996,0.083606253
Utah,1997,0.082906913
Utah,1998,0.082437747
Utah,1999,0.081501333
Utah,2000,0.080193311
Utah,2001,0.079372183
Utah,2002,0.077656938
Utah,2003,0.076736459
Utah,2004,0.075557219
Utah,2005,0.073587216
Utah,2006,0.072068856
Utah,2007,0.071008033
Utah,2008,0.068802616
Utah,2009,0.067430181
Utah,2010,0.066273746
Utah,2011,0.065383657
Utah,2012,0.064816258
Utah,2013,0.063621667
Utah,2014,0.062504825
Utah,2015,0.061542477
Utah,2016,0.061044662
Utah,2017,0.060481161
Vermont,1990,0.17283142
Vermont,1991,0.167526512
Vermont,1992,0.163611106
Vermont,1993,0.160225682
Vermont,1994,0.155780518
Vermont,1995,0.153374797
Vermont,1996,0.150850477
Vermont,1997,0.148290409
Vermont,1998,0.144575327
Vermont,1999,0.141733536
Vermont,2000,0.13897512
Vermont,2001,0.137091366
Vermont,2002,0.135192417
Vermont,2003,0.134269623
Vermont,2004,0.132468261
Vermont,2005,0.131164882
Vermont,2006,0.129681328
Vermont,2007,0.127474869
Vermont,2008,0.126035958
Vermont,2009,0.123741814
Vermont,2010,0.121926223
Vermont,2011,0.120417147
Vermont,2012,0.118272663
Vermont,2013,0.115791247
Vermont,2014,0.113442853
Vermont,2015,0.110541424
Vermont,2016,0.109104115
Vermont,2017,0.10797979
Virginia,1990,0.171662682
Virginia,1991,0.166759159
Virginia,1992,0.161128774
Virginia,1993,0.158283012
Virginia,1994,0.15311336
Virginia,1995,0.150266206
Virginia,1996,0.147271796
Virginia,1997,0.144498841
Virginia,1998,0.141627219
Virginia,1999,0.13950177
Virginia,2000,0.137430111
Virginia,2001,0.134028944
Virginia,2002,0.132094766
Virginia,2003,0.130406485
Virginia,2004,0.127177902
Virginia,2005,0.125986986
Virginia,2006,0.122969164
Virginia,2007,0.119701332
Virginia,2008,0.117999307
Virginia,2009,0.115474936
Virginia,2010,0.112529422
Virginia,2011,0.110401765
Virginia,2012,0.108063123
Virginia,2013,0.106068299
Virginia,2014,0.104065969
Virginia,2015,0.101485287
Virginia,2016,0.099774394
Virginia,2017,0.098116376
Washington,1990,0.161488889
Washington,1991,0.156553781
Washington,1992,0.152067871
Washington,1993,0.14837874
Washington,1994,0.142081053
Washington,1995,0.138540924
Washington,1996,0.136326633
Washington,1997,0.133582611
Washington,1998,0.131475517
Washington,1999,0.129949913
Washington,2000,0.1277
Washington,2001,0.125127271
Washington,2002,0.124136837
Washington,2003,0.122146421
Washington,2004,0.119200167
Washington,2005,0.117859853
Washington,2006,0.115337611
Washington,2007,0.113212819
Washington,2008,0.110932459
Washington,2009,0.108769888
Washington,2010,0.105655303
Washington,2011,0.103625402
Washington,2012,0.100984753
Washington,2013,0.098851798
Washington,2014,0.096598621
Washington,2015,0.094273638
Washington,2016,0.092551294
Washington,2017,0.090789324
West Virginia,1990,0.215420499
West Virginia,1991,0.211526226
West Virginia,1992,0.205454402
West Virginia,1993,0.202163534
West Virginia,1994,0.19657477
West Virginia,1995,0.191819553
West Virginia,1996,0.188518912
West Virginia,1997,0.185341127
West Virginia,1998,0.182248558
West Virginia,1999,0.178010053
West Virginia,2000,0.175119823
West Virginia,2001,0.172274279
West Virginia,2002,0.169446677
West Virginia,2003,0.167421284
West Virginia,2004,0.164305198
West Virginia,2005,0.16344668
West Virginia,2006,0.161527966
West Virginia,2007,0.158960938
West Virginia,2008,0.156168634
West Virginia,2009,0.154402618
West Virginia,2010,0.150820075
West Virginia,2011,0.148600248
West Virginia,2012,0.145471572
West Virginia,2013,0.142524746
West Virginia,2014,0.139968485
West Virginia,2015,0.137015683
West Virginia,2016,0.134490642
West Virginia,2017,0.132351624
Wisconsin,1990,0.167865985
Wisconsin,1991,0.161117455
Wisconsin,1992,0.155809618
Wisconsin,1993,0.15257502
Wisconsin,1994,0.148609708
Wisconsin,1995,0.14558499
Wisconsin,1996,0.143696765
Wisconsin,1997,0.140904057
Wisconsin,1998,0.138992423
Wisconsin,1999,0.137206652
Wisconsin,2000,0.13527953
Wisconsin,2001,0.133431454
Wisconsin,2002,0.131795308
Wisconsin,2003,0.129434847
Wisconsin,2004,0.127183433
Wisconsin,2005,0.12620177
Wisconsin,2006,0.123260405
Wisconsin,2007,0.121937138
Wisconsin,2008,0.119606338
Wisconsin,2009,0.117392757
Wisconsin,2010,0.115972096
Wisconsin,2011,0.11462176
Wisconsin,2012,0.112005549
Wisconsin,2013,0.110117467
Wisconsin,2014,0.107666295
Wisconsin,2015,0.105161529
Wisconsin,2016,0.103421405
Wisconsin,2017,0.101948116
Wyoming,1990,0.162007978
Wyoming,1991,0.158133481
Wyoming,1992,0.155235208
Wyoming,1993,0.152478737
Wyoming,1994,0.149536613
Wyoming,1995,0.146820569
Wyoming,1996,0.144287496
Wyoming,1997,0.142672776
Wyoming,1998,0.140546477
Wyoming,1999,0.139039244
Wyoming,2000,0.135971841
Wyoming,2001,0.133502224
Wyoming,2002,0.131212183
Wyoming,2003,0.129492462
Wyoming,2004,0.12717846
Wyoming,2005,0.124641858
Wyoming,2006,0.120904492
Wyoming,2007,0.117344022
Wyoming,2008,0.11386234
Wyoming,2009,0.112205789
Wyoming,2010,0.110393559
Wyoming,2011,0.10843148
Wyoming,2012,0.106689923
Wyoming,2013,0.10491728
Wyoming,2014,0.102726835
Wyoming,2015,0.100476377
Wyoming,2016,0.09903788
Wyoming,2017,0.099203492
,,
"Global Burden of Disease Study 2017. Global Burden of Disease Study 2017 (GBD 2017) Results. Seattle, United States: Institute for Health Metrics and Evaluation (IHME), 2017.",,
Available from from https://http://vizhub.healthdata.org/gbd-compare/,,
"For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions",,
